0;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;1
9;0
10;1
11;0
12;1
13;0
14;0
15;0
16;2
17;0
18;0
19;0
20;2
21;0
22;0
23;0
24;3
25;0
26;3
27;0
28;3
29;0
30;0
31;0
32;2
33;0
34;0
35;0
36;2
37;0
38;0
39;0
40;0
41;0
42;0
43;0
44;0
45;0
46;0
47;0
48;4
49;0
50;0
51;0
52;0
53;0
54;0
55;0
56;4
57;0
58;0
59;0
60;0
61;0
62;0
63;0
64;5
65;0
66;0
67;0
68;0
69;0
70;0
71;0
72;5
73;0
74;0
75;0
76;0
77;0
78;0
79;0
80;6
81;0
82;6
83;0
84;0
85;0
86;0
87;0
88;1
89;0
90;2
91;0
92;0
93;0
94;3
95;3
96;0
97;0
98;0
99;0
100;0
101;0
102;0
103;0
104;1
105;0
106;0
107;0
108;0
109;0
110;0
111;0
112;1
113;0
114;2
115;0
116;3
117;0
118;0
119;0
120;0
121;0
122;3
123;0
124;0
125;0
126;3
127;0
128;0
129;0
130;2
131;0
132;2
133;0
134;2
135;0
136;0
137;0
138;0
139;0
140;0
141;0
142;0
143;0
144;1
145;0
146;2
147;0
148;3
149;3
150;3
151;3
152;0
153;0
154;0
155;0
156;2
157;0
158;0
159;0
160;4
161;0
162;0
163;0
164;0
165;0
166;0
167;0
168;3
169;0
170;2
171;0
172;5
173;0
174;0
175;0
176;2
177;0
178;3
179;0
180;1
181;0
182;2
183;0
184;0
185;0
186;0
187;0
188;0
189;0
190;0
191;0
192;5
193;5
194;5
195;0
196;6
197;0
198;1
199;0
200;0
201;0
202;0
203;0
204;0
205;0
206;0
207;0
208;2
209;0
210;2
211;2
212;2
213;0
214;2
215;2
216;2
217;0
218;0
219;0
220;0
221;0
222;0
223;0
224;0
